customer_id,asset_type,allocation_percent,value,risk_score,age_group,risk_category
CUST_00324,Real Estate,11.71,40154.9,7.62,46-60,High
CUST_00324,Commodities,23.24,14047.42,9.0,60+,Very High
CUST_00325,Stocks,9.48,15052.48,6.92,31-45,High
CUST_00325,Bonds,12.33,98105.96,3.18,18-30,Medium
CUST_00325,Real Estate,23.08,42637.97,7.48,18-30,High
CUST_00325,Commodities,55.11,59789.04,2.25,31-45,Low
CUST_00326,Stocks,17.78,12165.42,7.1,31-45,High
CUST_00326,Bonds,22.07,86093.26,6.7,46-60,High
CUST_00326,Real Estate,5.54,79406.88,1.63,46-60,Low
CUST_00326,Commodities,54.61,91537.77,2.33,46-60,Low
CUST_00327,Stocks,32.66,40110.77,7.09,31-45,High
CUST_00327,Bonds,19.27,35878.0,6.65,46-60,High
CUST_00327,Real Estate,19.94,66974.31,9.56,60+,Very High
CUST_00327,Commodities,28.13,32349.21,6.44,18-30,High
CUST_00328,Stocks,7.3,54721.87,2.33,31-45,Low
CUST_00328,Bonds,17.7,71630.87,6.7,60+,High
CUST_00328,Real Estate,37.01,12665.47,7.11,18-30,High
CUST_00328,Commodities,37.99,51663.16,9.25,46-60,Very High
CUST_00329,Stocks,32.22,5887.79,7.61,31-45,High
CUST_00329,Bonds,12.92,66767.57,6.52,60+,High
CUST_00329,Real Estate,18.4,49113.47,5.68,46-60,Medium
CUST_00329,Commodities,36.46,23271.72,7.35,31-45,High
CUST_00330,Stocks,15.85,50512.49,5.67,60+,Medium
CUST_00330,Bonds,15.23,13438.3,3.07,31-45,Medium
CUST_00330,Real Estate,11.65,63195.9,1.16,31-45,Low
CUST_00330,Commodities,57.26,93938.38,4.86,31-45,Medium
CUST_00331,Stocks,29.73,65125.8,1.26,46-60,Low
CUST_00331,Bonds,10.52,59242.5,8.49,31-45,Very High
CUST_00331,Real Estate,33.71,45062.32,8.78,18-30,Very High
CUST_00331,Commodities,26.04,51603.86,2.15,46-60,Low
CUST_00332,Stocks,7.42,12978.35,6.21,18-30,High
CUST_00332,Bonds,31.24,78731.04,2.98,46-60,Low
CUST_00332,Real Estate,7.78,69744.44,2.92,18-30,Low
CUST_00332,Commodities,53.57,43962.45,9.72,31-45,Very High
CUST_00333,Stocks,13.06,96696.43,2.2,31-45,Low
CUST_00333,Bonds,32.48,27086.99,7.11,60+,High
CUST_00333,Real Estate,34.47,43525.82,1.79,31-45,Low
CUST_00333,Commodities,20.0,24001.24,2.98,18-30,Low
CUST_00334,Stocks,17.55,66959.26,7.28,31-45,High
CUST_00334,Bonds,19.18,42923.99,8.89,31-45,Very High
CUST_00334,Real Estate,24.32,94480.56,4.31,60+,Medium
CUST_00334,Commodities,38.95,97712.45,1.91,46-60,Low
CUST_00335,Stocks,14.39,16142.92,8.89,18-30,Very High
CUST_00335,Bonds,23.4,54079.29,1.11,46-60,Low
CUST_00335,Real Estate,34.04,30390.9,7.89,31-45,High
CUST_00335,Commodities,28.17,71810.29,5.65,31-45,Medium
CUST_00336,Stocks,24.6,64789.82,9.36,18-30,Very High
CUST_00336,Bonds,19.45,2447.61,9.95,31-45,Very High
CUST_00336,Real Estate,7.11,38656.24,2.49,46-60,Low
CUST_00336,Commodities,48.84,35419.74,9.08,31-45,Very High
CUST_00337,Stocks,8.68,39058.67,8.17,31-45,Very High
CUST_00337,Bonds,5.74,71972.99,9.79,60+,Very High
CUST_00337,Real Estate,38.68,65508.35,6.04,31-45,High
CUST_00337,Commodities,46.9,80466.22,6.1,46-60,High
CUST_00338,Stocks,17.98,99271.72,9.36,46-60,Very High
CUST_00338,Bonds,30.91,65489.75,8.63,46-60,Very High
CUST_00338,Real Estate,37.09,68290.92,7.74,31-45,High
CUST_00338,Commodities,14.01,35110.07,9.46,31-45,Very High
CUST_00339,Stocks,29.64,19868.23,4.45,18-30,Medium
CUST_00339,Bonds,25.57,52273.18,8.78,60+,Very High
CUST_00339,Real Estate,31.74,30089.54,7.61,18-30,High
CUST_00339,Commodities,13.05,14287.0,7.26,60+,High
CUST_00340,Stocks,15.67,98232.91,6.22,46-60,High
CUST_00340,Bonds,14.06,48684.75,5.6,46-60,Medium
CUST_00340,Real Estate,36.27,4574.96,8.84,31-45,Very High
CUST_00340,Commodities,34.0,7013.02,1.39,60+,Low
CUST_00341,Stocks,23.48,19694.77,2.88,60+,Low
CUST_00341,Bonds,38.57,49685.91,1.79,31-45,Low
CUST_00341,Real Estate,18.99,5576.9,6.05,46-60,High
CUST_00341,Commodities,18.97,11950.36,8.18,60+,Very High
CUST_00342,Stocks,17.79,58931.08,3.23,46-60,Medium
CUST_00342,Bonds,17.9,40483.01,6.95,31-45,High
CUST_00342,Real Estate,21.14,90702.11,3.08,60+,Medium
CUST_00342,Commodities,43.18,81663.38,1.21,31-45,Low
CUST_00343,Stocks,20.48,8289.12,7.71,31-45,High
CUST_00343,Bonds,38.39,65696.25,5.13,18-30,Medium
CUST_00343,Real Estate,7.97,32130.78,5.69,31-45,Medium
CUST_00343,Commodities,33.16,92992.04,8.01,18-30,Very High
CUST_00344,Stocks,34.84,91633.19,1.96,18-30,Low
CUST_00344,Bonds,29.3,89339.54,8.2,18-30,Very High
CUST_00344,Real Estate,23.0,77048.55,8.83,18-30,Very High
CUST_00344,Commodities,12.85,49359.01,4.1,31-45,Medium
CUST_00345,Stocks,19.23,25674.3,6.92,46-60,High
CUST_00345,Bonds,8.0,26241.92,8.83,46-60,Very High
CUST_00345,Real Estate,35.9,46989.46,9.95,60+,Very High
CUST_00345,Commodities,36.88,37726.41,1.07,31-45,Low
CUST_00346,Stocks,16.2,17128.13,9.26,46-60,Very High
CUST_00346,Bonds,24.95,92421.22,1.65,18-30,Low
CUST_00346,Real Estate,5.19,90213.67,9.68,46-60,Very High
CUST_00346,Commodities,53.66,32893.55,8.89,60+,Very High
CUST_00347,Stocks,17.3,85696.64,3.87,18-30,Medium
CUST_00347,Bonds,35.41,19536.01,2.03,46-60,Low
CUST_00347,Real Estate,11.22,34042.24,2.46,31-45,Low
CUST_00347,Commodities,36.07,85392.92,8.94,31-45,Very High
CUST_00348,Stocks,6.32,89571.18,3.64,31-45,Medium
CUST_00348,Bonds,24.34,21781.09,6.54,60+,High
CUST_00348,Real Estate,8.17,88029.73,9.99,60+,Very High
CUST_00348,Commodities,61.18,40361.49,1.6,46-60,Low
CUST_00349,Stocks,34.34,40917.19,9.65,31-45,Very High
CUST_00349,Bonds,23.45,98825.84,6.46,18-30,High
CUST_00349,Real Estate,11.97,83677.54,3.32,18-30,Medium
CUST_00349,Commodities,30.24,60138.82,1.99,18-30,Low
CUST_00350,Stocks,12.7,65199.99,5.73,46-60,Medium
CUST_00350,Bonds,6.21,51182.86,2.51,18-30,Low
CUST_00350,Real Estate,36.55,26064.0,8.1,31-45,Very High
CUST_00350,Commodities,44.55,96761.83,2.49,31-45,Low
CUST_00351,Stocks,16.59,35736.79,3.5,31-45,Medium
CUST_00351,Bonds,15.13,53288.55,1.84,18-30,Low
CUST_00351,Real Estate,9.84,24375.08,2.65,46-60,Low
CUST_00351,Commodities,58.44,89524.13,1.1,18-30,Low
CUST_00352,Stocks,23.0,47559.75,2.45,31-45,Low
CUST_00352,Bonds,9.14,26310.3,3.55,60+,Medium
CUST_00352,Real Estate,31.65,51135.44,5.76,46-60,Medium
CUST_00352,Commodities,36.22,84996.92,6.02,18-30,High
CUST_00353,Stocks,5.73,42616.45,2.3,46-60,Low
CUST_00353,Bonds,9.37,9951.42,6.76,46-60,High
CUST_00353,Real Estate,21.69,83892.44,9.0,46-60,Very High
CUST_00353,Commodities,63.2,78879.74,8.33,46-60,Very High
CUST_00354,Stocks,26.87,43582.8,7.0,31-45,High
CUST_00354,Bonds,29.7,98390.17,7.13,60+,High
CUST_00354,Real Estate,23.13,8339.58,9.18,60+,Very High
CUST_00354,Commodities,20.3,84156.5,7.25,31-45,High
CUST_00355,Stocks,17.24,26711.93,5.35,18-30,Medium
CUST_00355,Bonds,5.54,4453.05,4.04,46-60,Medium
CUST_00355,Real Estate,12.09,2299.59,5.83,31-45,Medium
CUST_00355,Commodities,65.13,33217.32,8.15,31-45,Very High
CUST_00356,Stocks,36.23,69483.65,3.11,31-45,Medium
CUST_00356,Bonds,9.87,92559.61,3.11,31-45,Medium
CUST_00356,Real Estate,38.24,56639.66,9.26,60+,Very High
CUST_00356,Commodities,15.66,68316.24,6.99,46-60,High
CUST_00357,Stocks,6.04,46087.58,1.58,18-30,Low
CUST_00357,Bonds,39.81,59849.53,1.91,18-30,Low
CUST_00357,Real Estate,27.21,91398.98,6.11,18-30,High
CUST_00357,Commodities,26.93,20905.43,3.46,31-45,Medium
CUST_00358,Stocks,11.11,12823.96,2.52,46-60,Low
CUST_00358,Bonds,37.72,69955.86,1.28,46-60,Low
CUST_00358,Real Estate,30.12,78055.92,8.28,46-60,Very High
CUST_00358,Commodities,21.05,67176.1,9.79,18-30,Very High
CUST_00359,Stocks,6.37,87820.39,6.66,18-30,High
CUST_00359,Bonds,35.71,18699.03,4.12,60+,Medium
CUST_00359,Real Estate,6.66,19652.07,2.63,18-30,Low
CUST_00359,Commodities,51.26,81378.32,9.56,18-30,Very High
CUST_00360,Stocks,13.52,63052.35,2.77,46-60,Low
CUST_00360,Bonds,12.24,49047.09,1.23,60+,Low
CUST_00360,Real Estate,8.97,2541.84,9.39,60+,Very High
CUST_00360,Commodities,65.28,21705.14,9.62,60+,Very High
CUST_00361,Stocks,35.86,3520.59,5.71,46-60,Medium
CUST_00361,Bonds,15.64,8943.51,9.57,31-45,Very High
CUST_00361,Real Estate,36.58,92673.99,1.22,60+,Low
CUST_00361,Commodities,11.92,32391.23,6.93,46-60,High
CUST_00362,Stocks,6.54,6659.0,8.15,18-30,Very High
CUST_00362,Bonds,13.75,48976.84,7.57,31-45,High
CUST_00362,Real Estate,38.89,58424.84,6.47,60+,High
CUST_00362,Commodities,40.82,93799.99,4.24,31-45,Medium
CUST_00363,Stocks,39.6,89542.66,1.25,18-30,Low
CUST_00363,Bonds,22.69,12744.84,6.83,31-45,High
CUST_00363,Real Estate,11.76,72337.73,9.56,60+,Very High
CUST_00363,Commodities,25.95,99914.82,9.82,18-30,Very High
CUST_00364,Stocks,8.49,51148.51,2.6,46-60,Low
CUST_00364,Bonds,9.17,5322.09,4.37,18-30,Medium
CUST_00364,Real Estate,35.08,89878.36,5.95,31-45,Medium
CUST_00364,Commodities,47.26,17513.81,7.9,31-45,High
CUST_00365,Stocks,28.27,40089.85,1.09,46-60,Low
CUST_00365,Bonds,36.07,71840.99,7.16,18-30,High
CUST_00365,Real Estate,16.52,97743.28,3.14,31-45,Medium
CUST_00365,Commodities,19.13,5477.02,8.81,60+,Very High
CUST_00366,Stocks,7.42,89229.63,6.84,46-60,High
CUST_00366,Bonds,5.74,13733.08,4.96,31-45,Medium
CUST_00366,Real Estate,33.55,32335.36,8.23,18-30,Very High
CUST_00366,Commodities,53.29,48531.69,7.21,18-30,High
CUST_00367,Stocks,23.72,97382.84,1.8,46-60,Low
CUST_00367,Bonds,9.98,96615.47,4.07,31-45,Medium
CUST_00367,Real Estate,29.99,36351.42,8.33,46-60,Very High
CUST_00367,Commodities,36.31,68231.49,8.25,18-30,Very High
CUST_00368,Stocks,22.31,25142.74,1.91,18-30,Low
CUST_00368,Bonds,9.72,10481.59,4.2,60+,Medium
CUST_00368,Real Estate,9.12,30604.33,6.37,31-45,High
CUST_00368,Commodities,58.86,66356.36,3.87,46-60,Medium
CUST_00369,Stocks,25.92,64022.91,5.59,46-60,Medium
CUST_00369,Bonds,28.14,60537.91,8.45,31-45,Very High
CUST_00369,Real Estate,7.62,38741.08,7.29,46-60,High
CUST_00369,Commodities,38.32,85195.14,1.78,18-30,Low
CUST_00370,Stocks,5.44,8871.95,1.15,60+,Low
CUST_00370,Bonds,20.4,69543.58,1.34,31-45,Low
CUST_00370,Real Estate,24.33,8702.04,4.32,46-60,Medium
CUST_00370,Commodities,49.82,80890.53,3.53,46-60,Medium
CUST_00371,Stocks,13.84,38363.36,3.72,18-30,Medium
CUST_00371,Bonds,8.86,71116.0,8.88,31-45,Very High
CUST_00371,Real Estate,20.78,47661.64,3.52,18-30,Medium
CUST_00371,Commodities,56.52,87918.57,6.17,60+,High
CUST_00372,Stocks,5.15,23825.95,7.77,60+,High
CUST_00372,Bonds,30.09,96383.22,3.21,18-30,Medium
CUST_00372,Real Estate,38.32,15393.89,7.73,31-45,High
CUST_00372,Commodities,26.44,57211.5,2.78,18-30,Low
CUST_00373,Stocks,7.44,26251.51,9.77,46-60,Very High
CUST_00373,Bonds,34.41,47935.09,9.38,60+,Very High
CUST_00373,Real Estate,17.2,68959.05,1.24,18-30,Low
CUST_00373,Commodities,40.96,1036.83,4.8,46-60,Medium
CUST_00374,Stocks,32.24,9533.07,1.98,46-60,Low
CUST_00374,Bonds,13.92,24803.13,3.74,60+,Medium
CUST_00374,Real Estate,23.83,82250.75,3.69,46-60,Medium
CUST_00374,Commodities,30.01,92996.64,7.65,18-30,High
CUST_00375,Stocks,32.46,94743.18,8.89,31-45,Very High
CUST_00375,Bonds,32.33,17020.58,5.16,46-60,Medium
CUST_00375,Real Estate,17.44,26936.14,9.87,18-30,Very High
CUST_00375,Commodities,17.76,26529.76,3.6,60+,Medium
CUST_00376,Stocks,24.67,87280.17,5.8,60+,Medium
CUST_00376,Bonds,10.33,32877.82,3.17,31-45,Medium
CUST_00376,Real Estate,6.09,14825.23,7.15,46-60,High
CUST_00376,Commodities,58.91,87288.33,9.86,46-60,Very High
CUST_00377,Stocks,36.94,30169.17,9.78,46-60,Very High
CUST_00377,Bonds,28.76,82710.63,8.0,46-60,High
CUST_00377,Real Estate,5.32,91522.34,9.81,18-30,Very High
CUST_00377,Commodities,28.98,71328.99,7.92,31-45,High
CUST_00378,Stocks,30.77,60450.9,6.29,60+,High
CUST_00378,Bonds,18.84,33480.42,4.81,60+,Medium
CUST_00378,Real Estate,10.46,77043.87,3.99,60+,Medium
CUST_00378,Commodities,39.93,5731.2,2.87,18-30,Low
CUST_00379,Stocks,9.56,34395.03,2.3,60+,Low
CUST_00379,Bonds,5.92,93806.51,5.68,46-60,Medium
CUST_00379,Real Estate,34.77,2811.14,7.04,46-60,High
CUST_00379,Commodities,49.75,87404.8,2.21,46-60,Low
CUST_00380,Stocks,17.2,91859.61,4.43,18-30,Medium
CUST_00380,Bonds,6.16,15636.63,3.28,60+,Medium
CUST_00380,Real Estate,27.2,44216.04,3.4,60+,Medium
CUST_00380,Commodities,49.44,12899.95,9.23,18-30,Very High
CUST_00381,Stocks,38.27,5358.92,1.29,60+,Low
CUST_00381,Bonds,14.09,8078.23,9.88,31-45,Very High
CUST_00381,Real Estate,29.87,74874.31,3.69,18-30,Medium
CUST_00381,Commodities,17.78,6998.74,2.5,18-30,Low
CUST_00382,Stocks,22.34,10868.18,1.04,18-30,Low
CUST_00382,Bonds,14.52,51331.2,1.02,31-45,Low
CUST_00382,Real Estate,20.44,86989.58,1.28,60+,Low
CUST_00382,Commodities,42.7,29163.01,2.5,31-45,Low
CUST_00383,Stocks,14.54,72467.31,4.02,46-60,Medium
CUST_00383,Bonds,11.27,54013.21,8.52,46-60,Very High
CUST_00383,Real Estate,26.85,45589.49,3.14,60+,Medium
CUST_00383,Commodities,47.34,94240.08,3.88,60+,Medium
CUST_00384,Stocks,34.64,1486.7,3.99,31-45,Medium
CUST_00384,Bonds,22.72,15426.71,7.45,46-60,High
CUST_00384,Real Estate,14.47,54583.06,7.7,18-30,High
CUST_00384,Commodities,28.17,95005.9,1.79,18-30,Low
CUST_00385,Stocks,6.8,92068.11,3.87,46-60,Medium
CUST_00385,Bonds,7.75,48741.05,9.26,46-60,Very High
CUST_00385,Real Estate,23.91,63442.25,10.0,60+,Very High
CUST_00385,Commodities,61.54,61940.64,2.71,46-60,Low
CUST_00386,Stocks,15.22,17845.11,8.67,60+,Very High
CUST_00386,Bonds,28.75,18125.65,7.05,60+,High
CUST_00386,Real Estate,7.8,43602.61,9.13,60+,Very High
CUST_00386,Commodities,48.22,74659.0,8.46,18-30,Very High
CUST_00387,Stocks,13.87,79347.69,7.76,31-45,High
CUST_00387,Bonds,33.27,71355.76,9.06,18-30,Very High
CUST_00387,Real Estate,33.93,89142.97,6.95,60+,High
CUST_00387,Commodities,18.93,68616.59,5.71,46-60,Medium
CUST_00388,Stocks,39.34,47120.12,7.94,31-45,High
CUST_00388,Bonds,36.03,70632.2,9.89,60+,Very High
CUST_00388,Real Estate,14.03,41403.41,1.59,60+,Low
CUST_00388,Commodities,10.6,96256.61,7.89,31-45,High
CUST_00389,Stocks,14.59,31365.43,4.37,31-45,Medium
CUST_00389,Bonds,25.37,93334.13,4.01,60+,Medium
CUST_00389,Real Estate,27.16,8077.16,6.0,46-60,Medium
CUST_00389,Commodities,32.88,33945.44,4.68,18-30,Medium
CUST_00390,Stocks,11.38,44514.68,3.47,46-60,Medium
CUST_00390,Bonds,22.91,8871.2,9.13,46-60,Very High
CUST_00390,Real Estate,11.25,43602.54,8.25,60+,Very High
CUST_00390,Commodities,54.47,98039.55,2.95,60+,Low
CUST_00391,Stocks,30.78,17372.97,4.39,46-60,Medium
CUST_00391,Bonds,34.78,29107.84,6.29,18-30,High
CUST_00391,Real Estate,14.4,47934.99,1.82,31-45,Low
CUST_00391,Commodities,20.04,4750.31,1.91,46-60,Low
CUST_00392,Stocks,37.95,9710.97,8.68,46-60,Very High
CUST_00392,Bonds,15.29,64349.78,8.86,46-60,Very High
CUST_00392,Real Estate,19.44,12983.54,2.63,60+,Low
CUST_00392,Commodities,27.32,15398.86,5.71,46-60,Medium
CUST_00393,Stocks,14.72,69934.63,5.08,18-30,Medium
CUST_00393,Bonds,23.05,83621.33,2.3,18-30,Low
CUST_00393,Real Estate,19.62,42005.04,3.55,60+,Medium
CUST_00393,Commodities,42.62,75418.78,6.0,46-60,Medium
CUST_00394,Stocks,27.55,80629.15,2.57,31-45,Low
CUST_00394,Bonds,39.18,29491.09,1.14,31-45,Low
CUST_00394,Real Estate,7.84,45208.65,3.13,60+,Medium
CUST_00394,Commodities,25.43,66315.36,1.14,60+,Low
CUST_00395,Stocks,11.99,73152.02,1.51,46-60,Low
CUST_00395,Bonds,23.12,67807.92,4.76,60+,Medium
CUST_00395,Real Estate,20.37,32891.13,5.84,46-60,Medium
CUST_00395,Commodities,44.52,57945.49,6.4,46-60,High
CUST_00396,Stocks,27.84,16911.41,7.05,31-45,High
CUST_00396,Bonds,7.03,65761.96,8.28,46-60,Very High
CUST_00396,Real Estate,38.91,10682.53,6.92,18-30,High
CUST_00396,Commodities,26.23,28172.23,6.5,60+,High
CUST_00397,Stocks,29.33,99555.26,1.26,31-45,Low
CUST_00397,Bonds,28.73,88136.88,5.83,60+,Medium
CUST_00397,Real Estate,21.59,92006.55,2.64,31-45,Low
CUST_00397,Commodities,20.35,76089.96,3.6,46-60,Medium
CUST_00398,Stocks,36.88,43344.03,8.74,60+,Very High
CUST_00398,Bonds,18.57,66211.56,2.09,31-45,Low
CUST_00398,Real Estate,12.66,46297.84,3.91,31-45,Medium
CUST_00398,Commodities,31.9,57682.49,1.39,60+,Low
CUST_00399,Stocks,16.88,17616.28,3.44,18-30,Medium
CUST_00399,Bonds,17.83,54095.61,4.1,31-45,Medium
CUST_00399,Real Estate,16.1,59415.27,8.16,31-45,Very High
CUST_00399,Commodities,49.19,27795.63,9.87,46-60,Very High
CUST_00400,Stocks,19.87,73019.29,5.14,31-45,Medium
CUST_00400,Bonds,22.6,87359.08,3.93,31-45,Medium
CUST_00400,Real Estate,6.0,91972.04,2.43,60+,Low
CUST_00400,Commodities,51.53,80935.09,5.24,46-60,Medium
CUST_00401,Stocks,34.27,7175.34,4.0,31-45,Medium
CUST_00401,Bonds,15.43,85096.4,1.29,46-60,Low
CUST_00401,Real Estate,19.59,80557.88,4.74,31-45,Medium
CUST_00401,Commodities,30.7,57770.38,3.98,31-45,Medium
CUST_00402,Stocks,24.14,40700.28,1.04,60+,Low
CUST_00402,Bonds,30.9,63657.1,2.59,60+,Low
CUST_00402,Real Estate,13.3,69825.34,5.69,18-30,Medium
CUST_00402,Commodities,31.66,86776.53,3.01,46-60,Medium
CUST_00403,Stocks,10.79,79854.53,7.5,60+,High
CUST_00403,Bonds,13.35,45316.23,7.31,60+,High
CUST_00403,Real Estate,22.95,86366.71,1.42,31-45,Low
CUST_00403,Commodities,52.91,78274.41,3.29,18-30,Medium
CUST_00404,Stocks,19.4,23338.21,9.23,18-30,Very High
CUST_00404,Bonds,9.95,65644.78,6.33,31-45,High
CUST_00404,Real Estate,26.58,58280.31,1.38,31-45,Low
CUST_00404,Commodities,44.07,45059.85,9.97,60+,Very High
CUST_00405,Stocks,28.22,92731.5,2.52,46-60,Low
CUST_00405,Bonds,21.19,64502.49,7.38,31-45,High
CUST_00405,Real Estate,39.17,24248.83,9.22,60+,Very High
CUST_00405,Commodities,11.41,33756.32,4.89,46-60,Medium
CUST_00406,Stocks,23.62,96031.64,9.12,31-45,Very High
CUST_00406,Bonds,15.06,13188.32,3.81,31-45,Medium
CUST_00406,Real Estate,21.21,94129.49,5.0,18-30,Medium
CUST_00406,Commodities,40.11,53261.61,3.32,46-60,Medium
CUST_00407,Stocks,34.64,67923.05,2.57,31-45,Low
CUST_00407,Bonds,33.79,50794.22,3.56,46-60,Medium
CUST_00407,Real Estate,13.95,9790.39,9.78,46-60,Very High
CUST_00407,Commodities,17.62,95113.38,6.88,31-45,High
CUST_00408,Stocks,29.86,26946.08,3.32,31-45,Medium
CUST_00408,Bonds,37.89,26066.71,7.92,18-30,High
CUST_00408,Real Estate,21.11,64043.58,9.06,31-45,Very High
CUST_00408,Commodities,11.14,32211.54,3.34,46-60,Medium
CUST_00409,Stocks,32.24,5869.12,3.55,46-60,Medium
CUST_00409,Bonds,19.98,93545.09,1.82,46-60,Low
CUST_00409,Real Estate,30.38,32324.43,9.08,18-30,Very High
CUST_00409,Commodities,17.39,57708.83,1.16,18-30,Low
CUST_00410,Stocks,22.06,32753.84,2.68,31-45,Low
CUST_00410,Bonds,28.91,7762.42,9.11,31-45,Very High
CUST_00410,Real Estate,37.26,6179.74,8.56,18-30,Very High
CUST_00410,Commodities,11.77,82417.59,1.78,46-60,Low
CUST_00411,Stocks,19.26,19518.42,7.98,31-45,High
CUST_00411,Bonds,21.35,79563.36,4.21,46-60,Medium
CUST_00411,Real Estate,8.4,82694.9,4.29,31-45,Medium
CUST_00411,Commodities,50.99,22479.41,3.68,31-45,Medium
CUST_00412,Stocks,20.33,9423.13,8.03,60+,Very High
CUST_00412,Bonds,27.5,45797.67,7.13,31-45,High
CUST_00412,Real Estate,6.72,53436.66,9.43,31-45,Very High
CUST_00412,Commodities,45.45,21720.24,6.68,18-30,High
CUST_00413,Stocks,19.34,33263.05,5.36,31-45,Medium
CUST_00413,Bonds,19.89,47569.53,6.67,46-60,High
CUST_00413,Real Estate,37.55,98188.67,6.77,46-60,High
CUST_00413,Commodities,23.22,83888.6,8.04,60+,Very High
CUST_00414,Stocks,35.23,95198.67,1.66,46-60,Low
CUST_00414,Bonds,23.2,18549.43,5.17,31-45,Medium
CUST_00414,Real Estate,18.44,87390.04,3.91,46-60,Medium
CUST_00414,Commodities,23.13,60722.3,1.67,18-30,Low
CUST_00415,Stocks,6.75,96458.37,8.89,31-45,Very High
CUST_00415,Bonds,29.98,93110.97,2.27,18-30,Low
CUST_00415,Real Estate,16.61,77352.68,4.78,46-60,Medium
CUST_00415,Commodities,46.66,91743.81,8.66,18-30,Very High
CUST_00416,Stocks,33.74,89201.14,9.59,31-45,Very High
CUST_00416,Bonds,28.64,5534.26,1.56,46-60,Low
CUST_00416,Real Estate,25.15,60911.51,4.86,60+,Medium
CUST_00416,Commodities,12.47,66041.07,4.87,46-60,Medium
CUST_00417,Stocks,6.58,48966.79,9.1,60+,Very High
CUST_00417,Bonds,9.03,31103.91,6.63,46-60,High
CUST_00417,Real Estate,31.78,51493.09,1.94,31-45,Low
CUST_00417,Commodities,52.6,92923.5,4.03,18-30,Medium
CUST_00418,Stocks,13.8,99143.34,8.97,46-60,Very High
CUST_00418,Bonds,23.43,6448.79,9.85,60+,Very High
CUST_00418,Real Estate,18.71,26182.78,8.3,18-30,Very High
CUST_00418,Commodities,44.06,74320.65,5.95,18-30,Medium
CUST_00419,Stocks,30.23,77173.59,5.72,18-30,Medium
CUST_00419,Bonds,35.8,37413.18,3.3,18-30,Medium
CUST_00419,Real Estate,5.57,27016.24,5.9,31-45,Medium
CUST_00419,Commodities,28.4,1242.99,8.07,31-45,Very High
CUST_00420,Stocks,10.42,62831.25,8.09,60+,Very High
CUST_00420,Bonds,28.89,5483.5,5.19,60+,Medium
CUST_00420,Real Estate,39.65,69219.57,7.23,60+,High
CUST_00420,Commodities,21.04,56188.55,1.13,60+,Low
CUST_00421,Stocks,23.52,38190.41,2.75,18-30,Low
CUST_00421,Bonds,29.41,42300.39,4.59,46-60,Medium
CUST_00421,Real Estate,28.18,89103.93,6.57,46-60,High
CUST_00421,Commodities,18.89,45392.39,7.36,18-30,High
CUST_00422,Stocks,33.72,97430.4,3.31,31-45,Medium
CUST_00422,Bonds,8.91,80702.78,2.57,18-30,Low
CUST_00422,Real Estate,15.12,33211.36,1.45,18-30,Low
CUST_00422,Commodities,42.25,66046.04,9.68,46-60,Very High
CUST_00423,Stocks,27.12,46254.62,8.48,60+,Very High
CUST_00423,Bonds,12.76,44685.37,6.14,46-60,High
CUST_00423,Real Estate,6.88,75001.06,5.42,31-45,Medium
CUST_00423,Commodities,53.25,36465.77,8.24,18-30,Very High
CUST_00424,Stocks,26.24,57883.6,4.09,18-30,Medium
CUST_00424,Bonds,18.92,85244.88,7.82,31-45,High
CUST_00424,Real Estate,24.92,59110.03,6.17,60+,High
CUST_00424,Commodities,29.92,49551.34,8.55,31-45,Very High
CUST_00425,Stocks,26.39,18481.07,8.86,46-60,Very High
CUST_00425,Bonds,29.94,36649.83,8.05,31-45,Very High
CUST_00425,Real Estate,16.8,42672.37,5.18,60+,Medium
CUST_00425,Commodities,26.86,52538.68,1.8,46-60,Low
CUST_00426,Stocks,11.31,89430.29,7.5,18-30,High
CUST_00426,Bonds,36.93,51314.85,6.12,18-30,High
CUST_00426,Real Estate,37.84,80327.1,3.02,31-45,Medium
CUST_00426,Commodities,13.92,99347.28,1.92,60+,Low
CUST_00427,Stocks,38.89,9665.81,4.47,31-45,Medium
CUST_00427,Bonds,22.15,56161.48,9.62,60+,Very High
CUST_00427,Real Estate,18.28,69875.26,2.2,31-45,Low
CUST_00427,Commodities,20.69,27324.37,5.24,18-30,Medium
CUST_00428,Stocks,19.46,63387.97,6.35,31-45,High
CUST_00428,Bonds,33.7,3245.7,4.17,31-45,Medium
CUST_00428,Real Estate,19.43,1861.26,8.3,60+,Very High
CUST_00428,Commodities,27.41,43599.97,7.57,46-60,High
CUST_00429,Stocks,17.59,93058.11,4.38,18-30,Medium
CUST_00429,Bonds,6.7,66950.21,4.13,46-60,Medium
CUST_00429,Real Estate,23.81,19470.24,3.56,31-45,Medium
CUST_00429,Commodities,51.9,88815.89,5.75,46-60,Medium
CUST_00430,Stocks,23.05,77965.71,9.22,31-45,Very High
CUST_00430,Bonds,11.57,51527.63,4.91,18-30,Medium
CUST_00430,Real Estate,36.53,34549.96,7.71,18-30,High
CUST_00430,Commodities,28.85,24271.6,4.36,60+,Medium
CUST_00431,Stocks,28.34,89743.26,1.48,60+,Low
CUST_00431,Bonds,37.86,44101.17,4.59,31-45,Medium
CUST_00431,Real Estate,18.31,2882.23,6.41,46-60,High
CUST_00431,Commodities,15.49,59079.09,8.97,18-30,Very High
CUST_00432,Stocks,24.02,2105.22,8.17,18-30,Very High
